129;129;OR;R;1;258;a0025428;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;258;a0025428;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;258;a0025428;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;273;0486811;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;273;0486811;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;273;0486811;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;274;0747932;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;274;0747932;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;274;0747932;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;277;747132;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;277;747132;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;277;747132;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;279;747431;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;279;747431;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;279;747431;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;281;40498;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;281;40498;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;281;40498;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;283;0745281;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;283;0745281;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;283;0745281;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;287;009872;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;287;009872;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;287;009872;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;289;0745478;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;289;0745478;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;289;0745478;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;294;0747942;;20180202;1352;30;EN VIAJE;;;;
129;129;OR;R;1;294;0747942;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;294;0747942;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;301;0747934;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;301;0747934;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;301;0747934;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;301;0747934;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;309;0747976;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;309;0747976;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;309;0747976;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;309;0747976;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;310;0747874;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;310;0747874;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;310;0747874;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;310;0747874;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;312;0745750;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;312;0745750;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;312;0745750;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;312;0745750;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;313;000000747050;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;313;000000747050;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;313;000000747050;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;313;000000747050;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;314;a013034;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;314;a013034;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;314;a013034;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;314;a013034;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;315;0747967;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;315;0747967;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;315;0747967;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;315;0747967;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;316;747878;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;316;747878;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;316;747878;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;316;747878;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;319;0747957;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;319;0747957;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;319;0747957;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;319;0747957;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;320;0028228;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;320;0028228;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;320;0028228;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;320;0028228;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;321;0745887;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;321;0745887;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;321;0745887;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;321;0745887;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;322;0745886;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;322;0745886;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;322;0745886;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;322;0745886;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;325;747925;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;325;747925;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;325;747925;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;325;747925;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;326;0745290;;20180202;1353;30;EN VIAJE;;;;
129;129;OR;R;1;326;0745290;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;326;0745290;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;326;0745290;;20180202;1351;20;ASIGNADO;;;;
129;129;OR;R;1;327;015218;;20180202;1351;30;EN VIAJE;;;;
129;129;OR;R;1;327;015218;;20180202;1348;20;ASIGNADO;;;;
129;129;OR;R;1;327;015218;;20180202;1353;30;EN VIAJE;;;;
