129;129;OR;R;1;335;b0019008;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;336;a0025426;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;339;40500;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;353;40499;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;361;0745918;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;362;A0018821;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;392;0747952;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;391;0745719;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;395;0745310;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;399;0745414;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;403;0745711;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;404;0745071;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;405;A013038;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;406;0486731;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;407;0039381;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;409;0747976;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;410;0170332;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;411;0745749;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;412;167972;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;413;0747945;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;414;0745890;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;415;009682;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;416;009613;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;417;164109;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;418;0747980;;20180205;1940;30;EN VIAJE;;;;
129;129;OR;R;1;421;A013553;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;424;B0153603;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;425;745060;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;429;A0012445;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;432;0747977;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;442;0039725;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;450;0745921;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;455;0745240;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;458;A0018875;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;474;745251;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;483;0039539;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;484;40442;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;487;0039588;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;490;0745477;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;499;0747949;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;501;0039495;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;504;747031;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;505;A013037;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;514;0745741;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;518;40497;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;523;0745316;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;525;745612;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;526;012319;;20180205;1938;20;ASIGNADO;;;;
129;129;OR;R;1;527;00215517;;20180205;1938;20;ASIGNADO;;;;
129;129;OD;R;1;529;009649;;20180205;1901;10;PENDIENTE;;;;
129;129;OR;R;1;529;009649;;20180205;1901;10;PENDIENTE;;;;
129;129;OR;R;1;530;0066097;;20180205;1921;10;PENDIENTE;;;;
129;129;OD;R;1;530;0066097;;20180205;1921;10;PENDIENTE;;;;
129;129;OD;R;1;531;0066097;;20180205;1926;10;PENDIENTE;;;;
129;129;OR;R;1;531;0066097;;20180205;1926;10;PENDIENTE;;;;
129;129;OR;R;1;531;0066097;;20180205;1938;20;ASIGNADO;;;;
