129;129;OD;R;1;99;0632659;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;99;0632659;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;107;0632556;;20180117;2059;60;ENTREGADO;;;;
129;129;OD;R;1;107;0632556;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;108;0632657;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;108;0632657;;20180117;2059;60;ENTREGADO;;;;
129;129;OR;R;1;108;0632657;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;110;0632684;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;110;0632684;;20180117;2055;20;ASIGNADO;;;;
129;129;OD;R;1;110;0632684;;20180117;2059;60;ENTREGADO;;;;
129;129;OR;R;1;110;0632684;;20180117;2055;20;ASIGNADO;;;;
129;129;OR;R;1;110;0632684;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;112;0632681;;20180117;2055;20;ASIGNADO;;;;
129;129;OD;R;1;112;0632681;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;112;0632681;;20180117;2056;20;ASIGNADO;;;;
129;129;OR;R;1;112;0632681;;20180117;2057;30;EN VIAJE;;;;
129;129;OD;R;1;113;0015883;;20180117;2055;20;ASIGNADO;;;;
129;129;OD;R;1;113;0015883;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;113;0015883;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;113;0015883;;20180117;2056;20;ASIGNADO;;;;
129;129;OD;R;1;114;0632692;;20180117;2055;20;ASIGNADO;;;;
129;129;OD;R;1;114;0632692;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;114;0632692;;20180117;2056;20;ASIGNADO;;;;
129;129;OR;R;1;114;0632692;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;120;0632658;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;120;0632658;;20180117;2056;20;ASIGNADO;;;;
129;129;OR;R;1;121;0632555;;20180117;2057;30;EN VIAJE;;;;
129;129;OR;R;1;121;0632555;;20180117;2056;20;ASIGNADO;;;;
